;Assets $;Market value $;Revenues $;Total Stockholder Equity $;company;The_page_opened;non-document-error;number_of_errors;number_of_warning;facebook;instagram;linkedin;pinterest;twitter;youtube;Flesh_Mesaure;Readability;Sentences;Unique words;Words;url;external;internal;total links;.bmp;.dib;.gif;.jpe;.jpeg;.jpg;.png;.tif;.tiff;total images;loading time;pixels;Proft_%_Revenues
198;10,224;8,012;14,329;1,883;Aramark;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;34.5;Difficult;110;208;805;www.aramark.com;10;176;186;0;0;4;0;0;0;6;0;0;10;0.694;4859961;4.3
199;18,515;15,124;14,21;4,871;DaVita HealthCare Partners;TRUE;0;8;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;121.2;Very easy;1;0;1;www.davita.com;25;241;266;0;0;0;0;0;17;21;1;0;39;0.433;5181588;8.5
200;6,576;3,649;14,178;1,557;Molina Healthcare;TRUE;1;0;0;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;53.5;Fairly difficult;76;59;287;www.molinahealthcare.com;0;106;106;0;0;1;0;0;10;7;1;0;19;0.033;6701951;18.2
201;5,194;4,092;13,89;1,728;WellCare Health Plans;TRUE;0;10;7;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;29.7;Very Confusing;108;87;429;www.wellcare.com;0;58;58;0;0;0;0;0;0;0;2;0;2;0.192;3139379;1.6
202;23,765;25,316;13,886;5,563;CBS;TRUE;0;61;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;31.3;Difficult;101;125;397;www.cbscorporation.com;0;103;103;0;0;0;0;0;25;26;0;0;51;0.414;4408860;13.5
203;40,236;183,663;13,88;29,842;Visa;TRUE;0;23;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;81.6;Easy;8;2;20;www.visa.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;1784532;0.9
204;251,937;9,446;13,572;13,617;Lincoln National;TRUE;0;207;107;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;45;Difficult;146;129;666;www.lfg.com;7;295;302;0;0;1;0;0;0;23;0;0;24;1.224;12126090;8.8
205;18,642;32,746;13,545;6,91;Ecolab;TRUE;1;0;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;34.5;Difficult;375;935;3225;www.ecolab.com;3;334;337;0;0;1;0;0;105;29;1;0;136;1.164;9328396;14.3
206;15,265;26,964;13,525;2,128;Kellogg;TRUE;0;19;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;48.9;Difficult;126;102;494;www.kelloggcompany.com;3;142;145;0;0;5;0;0;7;98;0;0;110;0.106;4483378;39.4
207;3,184;10,633;13,476;1,151;C.H. Robinson Worldwide;TRUE;0;6;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;47.4;Difficult;147;95;453;www.chrobinson.com;15;164;179;0;0;11;0;0;12;10;1;0;34;0.544;7699028;4.9
208;14,708;9,809;13,423;4,964;Textron;TRUE;1;0;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;60;Fairly difficult;150;106;636;www.textron.com;16;65;81;0;0;1;1;0;16;11;0;0;29;0.302;3594285;-2.8
209;76,029;12,97;13,415;17,561;Loews;TRUE;0;5;2;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.loews.com;28;34;62;0;0;0;0;0;6;7;0;0;13;0.079;1984252;1.1
210;15,729;37,264;13,405;5,224;Illinois Tool Works;TRUE;0;5;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;25.3;Very Confusing;61;59;189;www.itw.com;0;81;81;0;0;0;0;0;21;1;0;0;22;0.166;13220;7.0
211;4,444;3,674;13,338;1,799;Synnex;TRUE;0;3;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.synnex.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;39193;4.2
212;22,217;16,342;13,268;3,538;Viacom;TRUE;0;35;0;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;54.7;Fairly difficult;57;24;126;www.viacom.com;1;54;55;0;0;1;0;0;0;12;3;0;16;0.124;4732653;12.9
213;8,388;6,235;13,238;5,253;HollyFrontier;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;20.1;Very Confusing;178;161;542;www.hollyfrontier.com;0;144;144;0;0;2;0;0;5;11;0;0;18;0.354;3750990;14.5
214;8;not available;13,161;1,776;Land O’Lakes;TRUE;0;10;1;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;67.5;Standard;47;31;181;www.landolakesinc.com;5;47;52;0;0;0;0;0;6;9;0;0;15;0.371;2458328;9.7
215;29,532;14,376;13,145;7,049;Devon Energy;TRUE;0;4;0;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;40;Difficult;190;106;676;www.devonenergy.com;8;127;135;0;0;0;0;0;8;21;0;0;29;1.078;2885700;7.7
216;6,105;3,412;13,124;1,647;PBF Energy;TRUE;0;0;0;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.pbfenergy.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3479311;8.7
217;8,075;33,453;13,105;911;Yum Brands;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;31;Difficult;229;184;618;www.yum.com;1;228;229;0;0;0;0;0;1;23;0;0;24;0.044;9976284;23.0
218;16,23;57,722;13;9,946;Texas Instruments;TRUE;0;9;179;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;31.9;Difficult;431;356;1260;www.ti.com;27;377;404;0;0;0;0;0;0;7;0;0;7;0.046;18351;15.2
219;6,755;6,886;12,989;1,096;CDW;TRUE;0;20;1;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;64.8;Standard;159;116;654;www.cdw.com;23;92;115;0;0;3;0;0;7;15;15;0;40;0.039;6555497;-1.8
220;20,419;26,234;12,961;5,345;Waste Management;TRUE;0;21;12;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;24.4;Very Confusing;177;128;547;www.wm.com;1;131;132;0;0;0;0;0;4;3;0;0;7;0.56;3238155;11.4
221;18,216;31,685;12,893;6,513;"Marsh &amp; McLennan";TRUE;0;71;111;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;37.4;Difficult;323;458;1880;www.mmc.com;8;106;114;0;0;0;0;0;60;5;4;0;69;0.179;4092034;13.2
222;17,357;2,804;12,764;2,138;Chesapeake Energy;TRUE;0;110;13;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;31.2;Difficult;236;263;917;www.chk.com;7;205;212;0;0;0;0;0;14;14;6;0;34;0.555;3823304;6.8
223;12,295;15,007;12,712;5,104;Parker-Hannifin;TRUE;0;139;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;51.6;Fairly difficult;283;85;779;www.parker.com;1;94;95;0;0;1;0;0;22;2;0;0;25;0.052;5306110;0.9
224;43,437;52,27;12,699;24,35;Occidental Petroleum;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;35.6;Difficult;249;275;1162;www.oxy.com;2;126;128;0;0;2;0;0;14;25;0;0;41;0.761;7914128;0.4
225;65,072;not available;12,628;6,09;Guardian Life Ins. Co. of America;TRUE;0;32;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.guardianlife.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;530996;1.4
226;15,567;not available;12,626;4,207;Farmers Insurance Exchange;TRUE;0;28;26;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;54.2;Fairly difficult;139;106;599;www.farmers.com;32;108;140;0;0;0;0;0;8;14;4;0;26;0.078;5167969;7.0
227;9,442;3,394;12,625;1,309;J.C. Penney;TRUE;0;91;24;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;79.4;Fairly easy;195;80;749;www.jcpenney.com;10;172;182;0;0;43;0;0;1;0;0;0;44;0.084;7077337;20.1
228;45,642;22,495;12,554;13,052;Consolidated Edison;TRUE;0;6;1;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.conedison.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;16.1
229;13,065;38,192;12,416;9,278;Cognizant Technology Solutions;TRUE;0;53;29;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;27.3;Very Confusing;412;387;1228;www.cognizant.com;12;1051;1063;0;0;1;2;2;11;16;0;0;32;0.143;12754827;4.8
230;9,64;27,422;12,377;5,385;VF;TRUE;0;2;0;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;47.9;Difficult;172;142;620;www.vfc.com;11;160;171;0;0;4;0;0;15;29;0;0;48;0.156;3368370;14.8
231;145,342;15,823;12,2;7,217;Ameriprise Financial;TRUE;0;0;18;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;54.2;Fairly difficult;69;89;443;www.ameriprise.com;1;26;27;0;0;0;0;0;7;5;3;0;15;0.175;1407030;2.6
232;10,201;4,748;12,183;2,921;Computer Sciences;TRUE;0;17;16;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;45.8;Difficult;299;474;1987;www.csc.com;5;460;465;0;1;4;0;0;46;11;0;0;62;0.079;6070673;4.5
233;8,493;25,209;12,154;-259;L Brands;TRUE;0;16;3;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;87.3;Easy;12;2;49;www.lb.com;7;129;136;0;0;0;0;0;52;19;2;0;73;0.678;4125633;0.9
234;7,786;5,337;12,115;4,292;Jacobs Engineering Group;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;52.2;Fairly difficult;140;141;631;www.jacobs.com;4;112;116;0;0;0;0;0;14;10;2;0;26;0.515;2896508;30.5
235;218,686;11,505;11,964;9,312;Principal Financial;TRUE;0;39;18;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;42.6;Difficult;240;509;1851;www.principal.com;107;285;392;0;0;1;0;0;6;5;2;0;14;3.325;9130829;8.1
236;4,869;23,235;11,94;2,472;Ross Stores;TRUE;0;11;1;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;77;Fairly easy;75;30;233;www.rossstores.com;5;78;83;0;0;2;0;0;20;5;0;0;27;0.283;2325187;18.4
237;6,759;8,121;11,881;2,743;"Bed Bath &amp; Beyond";TRUE;0;38;3;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;80.1;Fairly easy;5;3;20;www.bedbathandbeyond.com;11;183;194;0;0;34;0;0;9;15;0;0;58;0.074;9294983;33.0
238;35,039;24,651;11,811;11,652;CSX;TRUE;0;117;1;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;47.5;Difficult;449;163;1097;www.csx.com;12;132;144;0;0;0;1;1;26;80;3;0;111;0.395;5328726;14.4
239;6,968;not available;11,802;-1,265;Toys “R” Us;TRUE;0;15;5;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.toysrusinc.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3704622;10.1
240;20,987;41,07;11,689;6,817;Las Vegas Sands;TRUE;0;55;4;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;49.3;Difficult;130;65;437;www.sands.com;4;43;47;0;0;0;0;0;16;5;0;0;21;0.009;1748174;6.9
241;46,34;5,858;11,684;10,401;Leucadia National;TRUE;0;10;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;43.6;Difficult;24;56;256;www.leucadia.com;0;11;11;0;0;0;0;0;0;1;0;0;1;0.0;600462;5.0
242;58,797;44,826;11,683;12,664;Dominion Resources;TRUE;0;18;17;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.dom.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.6
243;9,19;2,35;11,574;2,436;United States Steel;TRUE;0;37;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;43.6;Difficult;136;64;388;www.ussteel.com;5;94;99;0;0;5;0;0;10;3;3;0;21;0.291;4384982;8.9
244;12,085;9,186;11,554;4,355;L-3 Communications;TRUE;0;29;15;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;39.4;Difficult;116;119;409;www.l-3com.com;5;94;99;0;0;1;0;0;4;17;0;0;22;0.342;n/a;7.9
245;50,31;23,423;11,524;11,368;Edison International;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;27.1;Very Confusing;213;392;1202;www.edisoninvestor.com;6;138;144;0;0;1;0;0;65;17;2;0;85;0.359;5786337;1.3
246;44,648;14,219;11,513;9,257;Entergy;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;44.7;Difficult;50;67;265;www.entergy.com;9;73;82;0;0;16;0;0;24;6;1;0;47;0.47;3078063;12.5
247;33,111;41,038;11,477;4,809;ADP;TRUE;0;6;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;46.1;Difficult;329;310;1303;www.adp.com;14;328;342;0;0;0;0;0;0;5;1;0;6;2.446;8092975;9.3
248;34,362;11,669;11,451;668;First Data;TRUE;0;9;6;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-16;Very Confusing;82;87;193;www.firstdata.com;1;83;84;0;0;0;0;0;0;1;0;0;1;0.087;1290253;3.6
249;225,261;56,356;11,401;28,503;BlackRock;TRUE;0;49;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;41.9;Difficult;232;187;775;www.blackrock.com;55;162;217;0;0;1;0;0;2;16;0;0;19;0.03;5894870;4.5
250;25,357;9,908;11,381;11,652;WestRock;TRUE;0;10;1;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;49.4;Difficult;94;75;304;www.westrock.com;14;79;93;0;0;0;0;0;73;12;0;0;85;0.151;2467410;29.3
251;218,25;6,2;11,341;13,436;Voya Financial;TRUE;0;20;32;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;37;Difficult;304;231;950;www.voya.com;220;81;301;0;0;2;0;0;9;26;3;0;40;0.144;268434;-12.9
252;5,792;26,267;11,339;868;Sherwin-Williams;TRUE;0;40;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;64.4;Standard;57;7;132;www.sherwin.com;1;392;393;0;0;3;0;0;2;54;113;0;172;0.098;16171771;12.7
253;25,716;22,289;11,272;5,985;Hilton Worldwide Holdings;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;85.4;Easy;34;11;128;www.hiltonworldwide.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003;1493761;-1.5
254;7,279;3,424;11,257;683;"R.R. Donnelley &amp; Sons";TRUE;0;32;13;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;22.1;Very Confusing;167;128;438;www.rrdonnelley.com;3;124;127;0;0;0;0;0;0;4;1;0;5;0.359;2317479;8.9
255;15,172;15,771;11,211;5,812;"Stanley Black &amp; Decker";TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;50.1;Difficult;171;243;1116;www.stanleyblackanddecker.com;0;151;151;0;0;2;1;0;43;11;0;0;57;0.276;4221881;-2.1
256;39,054;21,226;11,025;10,601;Xcel Energy;TRUE;0;44;3;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;105.3;Very easy;28;3;79;www.xcelenergy.com;15;59;74;0;0;0;0;0;13;18;1;0;32;0.003;1051854;-14.2
257;1,886;2,457;10,885;792;Murphy USA;TRUE;0;45;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;50.5;Difficult;63;42;170;corporate.murphyusa.com;0;74;74;0;0;1;0;0;1;0;0;0;2;0.158;1160737;16.3
258;11,018;9,633;10,856;2,713;CBRE Group;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;37.6;Difficult;217;207;762;www.cbre.com;10;193;203;0;0;0;1;1;9;3;3;0;17;0.352;8152819;2.4
259;11,151;11,178;10,824;5,894;D.R. Horton;TRUE;1;0;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;72.7;Fairly easy;82;50;380;www.drhorton.com;5;57;62;0;0;1;0;0;0;4;2;0;7;0.65;5477362;16.8
260;8,239;34,76;10,78;3,643;Estee Lauder;TRUE;0;2;8;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;46.5;Difficult;520;537;2491;www.elcompanies.com;7;423;430;0;0;0;0;0;44;56;5;0;105;0.471;10758859;-1.1
261;18,319;32,649;10,776;4,389;Praxair;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;46.1;Difficult;198;191;779;www.praxair.com;5;159;164;0;0;0;0;0;14;6;4;0;24;0.485;3607690;16.7
262;19,505;56,925;10,764;9,373;Biogen;TRUE;0;69;4;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;22.2;Very Confusing;392;416;1171;www.biogen.com;66;445;511;0;0;4;0;0;63;62;5;2;136;0.962;16844152;8.1
263;245,192;23,409;10,76;21,103;State Street Corp.;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;25.1;Very Confusing;247;224;920;www.statestreet.com;4;223;227;0;0;14;6;6;13;50;1;0;90;1.221;13413612;8.5
264;60,59;7,385;10,731;8,664;Unum Group;TRUE;0;17;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;54.7;Fairly difficult;63;41;201;www.unum.com;6;61;67;0;0;0;0;0;1;6;1;0;8;0.058;4832018;10.3
265;53,224;71,852;10,675;18,252;Reynolds American;TRUE;0;36;6;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;45.1;Difficult;120;96;428;www.reynoldsamerican.com;3;120;123;0;0;2;0;0;5;4;0;0;11;0.166;4180722;2.5
266;4,415;1,375;10,633;918;Group 1 Automotive;TRUE;0;24;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;67.3;Standard;587;484;3117;www.group1auto.com;7;520;527;0;0;1;0;0;18;1;4;0;24;0.508;19078358;10.3
267;6,505;14,146;10,63;2,884;Henry Schein;TRUE;0;10;10;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;73.4;Fairly easy;5;5;42;www.henryschein.com;2;39;41;0;0;3;0;0;1;13;0;0;17;0.152;1836865;-0.1
268;23,358;4,469;10,535;2,019;Hertz Global Holdings;TRUE;0;3;4;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;121.2;Very easy;16;0;17;www.hertz.com;0;40;40;0;0;0;0;0;0;5;0;0;5;0.047;18730;12.8
269;34,26;24,659;10,511;12,188;Norfolk Southern;TRUE;0;2;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;42.2;Difficult;402;224;1068;www.nscorp.com;19;231;250;0;0;0;0;0;86;8;6;0;100;0.703;6277701;10.0
270;50,383;6,277;10,418;6,135;Reinsurance Group of America;TRUE;0;13;1;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;30.6;Very Confusing;158;227;719;www.rgare.com;5;130;135;0;0;0;0;0;6;6;0;0;12;0.678;6150086;13.1
271;37,535;23,874;10,415;13,066;Public Service Enterprise Group;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;54.7;Fairly difficult;154;86;502;www.pseg.com;18;124;142;0;0;9;0;0;8;31;2;0;50;0.298;3612901;9.5
272;209,947;25,966;10,346;27,306;"BB&amp;T Corp.";TRUE;0;45;16;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.bbt.com;15;255;270;0;0;2;0;0;2;0;0;0;4;0.035;n/a;-4.1
273;28,737;16,271;10,337;8,772;DTE Energy;TRUE;0;127;11;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;56.2;Fairly difficult;15;8;50;www.dteenergy.com;22;705;727;0;0;1;0;0;50;10;12;0;73;4.068;26867395;-0.9
274;30,043;4,9;10,326;4,524;Assurant;TRUE;0;11;8;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;33.9;Difficult;75;84;218;www.assurant.com;2;66;68;0;0;0;0;0;3;4;0;0;7;0.347;2154737;3.3
275;2,664;459;10,315;648;Global Partners;TRUE;1;0;0;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.globalp.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;528550;-61.7
276;9,82;3,168;10,299;1,442;Huntsman;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;46.1;Difficult;25;37;167;www.huntsman.com;5;55;60;1;0;68;0;0;12;0;0;0;81;0.399;3649679;8.0
277;26,82;32,158;10,282;7,164;Becton Dickinson;TRUE;0;10;10;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;33.9;Difficult;254;153;786;www.bd.com;5;79;84;0;0;0;0;0;17;18;1;0;36;0.412;2390879;-115.1
278;41,15;25,931;10,231;11,809;Sempra Energy;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;42;Difficult;112;135;533;www.sempra.com;2;88;90;0;0;0;0;0;13;8;0;0;21;0.414;1863561;12.4
279;8,102;23,788;10,187;-1,701;AutoZone;TRUE;0;10;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;62.3;Standard;245;66;683;www.autozone.com;4;179;183;0;0;10;0;0;8;19;1;0;38;0.256;7602572;5.8
280;6,692;1,022;10,14;-5,167;Navistar International;TRUE;0;36;3;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;51.4;Fairly difficult;187;161;764;www.navistar.com;7;123;130;0;0;3;0;0;4;12;0;0;19;0.299;3638725;3.1
281;19,428;not available;10,056;10,929;Precision Castparts;TRUE;0;2;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;43.8;Difficult;99;89;399;www.precast.com;12;80;92;0;0;1;0;0;17;0;0;0;18;0.003;1423099;23.0
282;86,936;21,091;10,002;11,275;Discover Financial Services;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.discoverfinancial.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;15941;9.9
283;21,18;12,308;9,989;6,787;Liberty Interactive;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6.1;Very Confusing;39;80;183;www.libertyinteractive.com;1;49;50;0;0;0;0;0;0;14;0;0;14;0.005;1028440;1.1
284;5,858;14,373;9,973;2,267;W.W. Grainger;TRUE;0;27;15;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;43.9;Difficult;198;116;665;www.grainger.com;7;161;168;0;0;10;0;0;8;15;3;0;36;0.146;13477033;-110.0
285;20,975;22,601;9,968;8,846;Baxter International;TRUE;0;40;10;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;34;Difficult;107;158;564;www.baxter.com;5;92;97;0;0;0;0;0;15;13;0;0;28;0.361;3266612;2.3
286;16,247;40,04;9,946;8,511;Stryker;TRUE;0;1;0;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;5.9;Very Confusing;204;117;429;www.stryker.com;8;143;151;0;0;2;0;0;0;7;3;0;12;0.674;3537879;5.6
287;17,438;31,064;9,895;7,249;"Air Products &amp; Chemicals";TRUE;0;42;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;23.5;Very Confusing;230;194;650;www.airproducts.com;6;251;257;0;0;5;0;0;16;0;3;0;24;0.169;3133834;14.5
288;5,833;2,654;9,787;1,299;Western Refining;TRUE;0;0;0;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;37.2;Difficult;42;47;155;www.wnr.com;2;30;32;0;0;0;0;0;7;2;1;0;10;0.001;1047451;1.6
289;9,634;12,181;9,785;4,25;Universal Health Services;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;40.4;Difficult;127;92;510;www.uhsinc.com;4;75;79;0;0;0;0;0;7;1;0;0;8;0.319;2866723;14.2
290;2,778;2,54;9,773;993;"Owens &amp; Minor";TRUE;1;0;0;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;23.3;Very Confusing;139;170;669;www.owens-minor.com;4;137;141;0;0;7;0;0;7;2;0;0;16;0.754;2699365;1.9
291;39,316;22,761;9,754;-46;Charter Communications;TRUE;0;41;0;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;120.7;Very easy;2;0;3;www.charter.com;63;73;136;0;3;0;0;0;2;45;0;0;50;1.133;17772382;5.2
292;8,135;11,757;9,737;2,461;Advance Auto Parts;TRUE;0;228;44;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;63.1;Standard;383;279;1567;www.advanceautoparts.com;7;282;289;0;0;12;0;0;13;22;5;0;52;0.071;10799473;3.8
293;16,269;104,965;9,667;6,028;MasterCard;TRUE;0;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;66.4;Standard;207;43;548;www.mastercard.com;0;283;283;0;0;1;0;0;0;6;1;0;8;0.064;6889602;4.5
294;15,308;23,949;9,659;7,613;Applied Materials;TRUE;0;8;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;15.5;Very Confusing;135;117;337;www.appliedmaterials.com;2;150;152;0;0;2;1;0;8;2;0;0;13;0.313;3371806;7.4
295;15,611;10,686;9,648;3,941;Eastman Chemical;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;32.1;Difficult;139;177;611;www.eastman.com;3;126;129;0;0;6;0;0;13;3;0;0;22;0.559;4729203;8.5
296;3,562;851;9,624;729;Sonic Automotive;TRUE;0;65;2;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;75.2;Fairly easy;119;74;494;www.sonicautomotive.com;5;130;135;0;0;1;0;0;24;6;15;0;46;0.182;7868096;45.6
297;158,581;9,043;9,539;13,439;Ally Financial;TRUE;0;16;12;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.ally.com;13;184;197;0;0;0;0;0;0;8;0;0;8;0.07;7689088;10.2
