;Assets $;Market value $;Revenues $;Total Stockholder Equity $;company;The_page_opened;non-document-error;number_of_errors;number_of_warning;facebook;instagram;linkedin;pinterest;twitter;youtube;Flesh_Mesaure;Readability;Sentences;Unique words;Words;url;external;internal;total links;.bmp;.dib;.gif;.jpe;.jpeg;.jpg;.png;.tif;.tiff;total images;loading time;pixels;Proft_%_Revenues
399;13,233;11,988;6,508;5,935;Symantec;TRUE;0;7;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;43.9;Difficult;295;129;891;www.symantec.com;47;123;170;0;0;0;0;0;0;32;32;0;64;0.208;45904801;7.0
400;183,718;37,026;6,501;13,402;Charles Schwab;TRUE;0;19;3;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;55.4;Fairly difficult;216;246;1334;www.aboutschwab.com;3;47;50;0;0;1;0;0;17;2;0;0;20;0.164;4173889;2.9
401;18,833;5,447;6,472;3,109;Calpine;TRUE;0;120;18;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;32.8;Difficult;129;138;497;www.calpine.com;5;112;117;0;0;0;0;0;6;2;1;0;9;0.532;4364630;13.6
402;20,34;11,797;6,456;3,938;CMS Energy;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.cmsenergy.com;5;280;285;0;0;1;0;0;8;6;1;0;16;0.515;7431649;5.5
403;22,422;13,049;6,44;2,01;Alliance Data Systems;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;51.3;Fairly difficult;209;255;1395;www.alliancedata.com;26;43;69;0;0;0;10;10;30;17;0;0;67;0.303;3233213;6.7
404;8,66;6,802;6,416;3,21;JetBlue Airways;TRUE;0;311;13;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.jetblue.com;6;185;191;0;0;6;1;0;10;62;4;0;83;0.165;18866;28.7
405;15,864;11,733;6,394;5,451;Discovery Communications;TRUE;0;3;14;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;50.4;Difficult;232;126;804;www.discoverycommunications.com;61;138;199;0;0;1;4;4;23;208;0;0;240;0.187;13220;7.7
406;8,886;2,799;6,393;3,654;Trinity Industries;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;13.6;Very Confusing;12;51;128;www.trin.net;2;7;9;0;0;123;0;0;17;3;0;0;143;0.175;1301752;24.5
407;3,493;1,805;6,375;1,521;Sanmina;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.sanmina.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;12291137;16.0
408;7,635;3,984;6,373;720;NCR;TRUE;0;36;19;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;52.2;Fairly difficult;124;86;426;www.ncr.com;17;105;122;0;0;0;1;1;7;7;2;0;18;0.36;3129682;0.6
409;6,438;6,208;6,363;2,512;FMC Technologies;TRUE;0;57;14;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;18.9;Very Confusing;69;74;276;www.fmctechnologies.com;1;117;118;0;0;10;0;0;1;5;1;0;17;0.318;2665194;10.7
410;18,272;not available;6,351;8,244;Erie Insurance Group;TRUE;0;31;22;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;57.2;Fairly difficult;179;164;797;www.erieinsurance.com;15;133;148;1;0;1;0;0;1;20;1;0;24;0.786;9620066;-14.3
411;6,405;14,949;6,308;2,257;Rockwell Automation;TRUE;0;30;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;39.1;Difficult;46;61;259;www.rockwellautomation.com;11;219;230;0;0;0;0;0;14;0;4;0;18;0.089;6726957;7.4
412;8,869;16,753;6,282;2,183;Dr Pepper Snapple Group;TRUE;0;16;3;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;57;Fairly difficult;70;95;451;www.drpeppersnapplegroup.com;30;171;201;0;0;0;0;0;10;116;3;0;129;0.496;272075;9.4
413;13,821;99;6,242;-10,784;iHeartMedia;TRUE;1;0;0;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;35;Difficult;34;26;123;www.iheartmedia.com;2;53;55;0;2;1;1;1;2;8;1;0;16;0.541;3501310;6.0
414;2,371;12,06;6,227;1,393;Tractor Supply;TRUE;0;30;5;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.tractorsupply.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19733;55.5
415;3,637;9,5;6,188;1,3;J.B. Hunt Transport Services;TRUE;0;37;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;53.5;Fairly difficult;82;56;227;www.jbhunt.com;5;71;76;0;0;1;0;0;0;4;0;0;5;0.464;1656138;15.0
416;3,372;1,944;6,162;1,319;Commercial Metals;TRUE;0;2;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;64.2;Standard;37;11;78;www.cmc.com;0;30;30;0;0;0;0;0;0;1;0;0;1;0.003;1528660;2.3
417;9,421;2,569;6,156;466;Owens-Illinois;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;29.6;Very Confusing;109;76;231;www.o-i.com;0;51;51;0;0;0;0;0;2;0;0;0;2;0.285;961280;0.2
418;5,93;6,335;6,155;2,375;Harman International Industries;TRUE;0;88;19;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;33.1;Difficult;186;193;723;www.harman.com;20;162;182;0;0;0;7;7;53;52;1;0;120;0.484;6141360;3.5
419;12,329;27,522;6,149;3,924;Baxalta;TRUE;0;8;2;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;32.6;Difficult;111;139;478;www.baxalta.com;2;134;136;0;0;0;0;0;2;20;0;0;22;0.58;3384582;6.1
420;49,859;6,094;6,145;4,592;American Financial Group;TRUE;0;50;5;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;29.4;Very Confusing;111;144;422;www.afginc.com;0;101;101;0;0;8;0;0;4;10;0;0;22;0.004;1981367;19.4
421;9,401;7,889;6,123;3,414;NetApp;TRUE;0;24;26;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;48.5;Difficult;276;200;874;www.netapp.com;8;270;278;0;0;0;0;0;10;11;6;0;27;0.099;8369782;5.5
422;2,05;not available;6,11;685;Graybar Electric;TRUE;1;0;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;47.9;Difficult;54;23;176;www.graybar.com;1;33;34;0;0;0;0;0;0;9;2;0;11;0.189;1363471;16.2
423;4,613;2,988;6,098;1,911;Oshkosh;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;22.9;Very Confusing;7;8;35;www.oshkoshcorporation.com;3;20;23;0;0;46;0;0;1;1;0;0;48;0.001;1342000;26.0
424;23,64;12,156;6,098;6,946;Ameren;TRUE;0;143;5;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;19.4;Very Confusing;104;109;285;www.ameren.com;34;86;120;0;0;0;0;0;0;36;0;0;36;0.664;4171303;3.7
425;326;139;6,07;56;A-Mark Precious Metals;TRUE;0;83;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;84.8;Easy;331;85;1017;www.amark.com;0;76;76;0;0;1;0;0;5;33;0;0;39;0.657;3503888;12.4
426;3,23;923;6,07;1,189;"Barnes &amp; Noble";TRUE;1;0;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;54;Fairly difficult;165;124;664;www.barnesandnobleinc.com;4;124;128;0;0;1;0;0;20;1;0;0;22;0.578;4302205;15.5
427;4,326;2,097;6,06;728;Dana Holding;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;43.9;Difficult;61;70;287;www.dana.com;0;47;47;0;0;0;0;0;4;7;0;0;11;0.154;1298388;1.3
428;15,145;30,103;6,028;5,771;Constellation Brands;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;54.4;Fairly difficult;85;56;260;www.cbrands.com;0;61;61;0;0;1;1;0;0;3;0;0;5;0.145;1301268;11.2
429;5,997;2,987;6,014;2,264;LifePoint Health;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;31.6;Difficult;87;122;381;www.lifepointhealth.net;1;75;76;0;0;0;0;0;2;2;0;0;4;0.002;1503735;2.3
430;27,22;21,202;5,998;9,888;Zimmer Biomet Holdings;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;53.1;Fairly difficult;146;118;571;www.zimmerbiomet.com;3;45;48;0;0;0;0;0;0;6;0;0;6;0.162;3838383;3.9
431;9,991;9,417;5,995;1,84;Harley-Davidson;TRUE;0;114;66;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;74.2;Fairly easy;207;21;476;www.harley-davidson.com;4;173;177;0;0;2;0;0;19;77;3;0;101;0.125;8133520;1.4
432;8,967;6,481;5,982;4,759;PulteGroup;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.pultegroupinc.com;1;143;144;0;0;2;0;0;6;8;0;0;16;0.469;4315689;11.1
433;7,278;11,873;5,972;1,823;Newell Brands;TRUE;1;0;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;62.1;Standard;39;0;64;www.newellbrands.com;4;91;95;0;0;3;0;0;2;2;0;0;7;0.135;5844543;18.6
434;4,134;6,449;5,967;966;Avery Dennison;TRUE;0;56;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;37.2;Difficult;314;306;1255;www.averydennison.com;9;157;166;0;0;0;0;0;28;26;0;0;54;0.241;7152650;2.9
435;6,205;5,289;5,966;2,689;Jones Lang LaSalle;TRUE;0;128;28;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;62.7;Standard;25;8;58;www.jll.com;3;169;172;0;0;1;1;1;19;17;5;0;44;0.137;10657908;2.8
436;29,355;18,961;5,926;8,655;WEC Energy Group;TRUE;0;7;10;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;33;Difficult;82;45;179;www.wecenergygroup.com;3;53;56;0;0;1;0;0;9;5;0;0;15;0.182;1185596;0.5
437;32,311;9,399;5,861;18,553;Marathon Oil;TRUE;0;13;0;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;13.8;Very Confusing;62;92;238;www.marathonoil.com;1;149;150;0;0;14;0;0;7;15;0;0;36;0.323;2532030;4.9
438;1,635;263;5,851;549;TravelCenters of America;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.ta-petrol.com;0;4;4;0;0;4;0;0;3;5;0;0;12;0.278;4127;16.6
439;12,083;5,599;5,817;1,476;United Rentals;TRUE;0;18;10;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;55.4;Fairly difficult;123;139;652;www.unitedrentals.com;24;74;98;0;0;1;0;0;3;21;3;0;28;0.586;6623682;0.6
440;32,334;2,794;5,816;587;HRG Group;TRUE;0;11;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;35.4;Difficult;32;51;155;www.hrggroup.com;1;27;28;0;0;0;0;0;8;2;0;0;10;0.0;738597;7.8
441;17,111;4,79;5,766;3,881;Old Republic International;TRUE;0;60;7;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.oldrepublic.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.5
442;12,518;703;5,765;306;Windstream Holdings;TRUE;0;50;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;57.7;Fairly difficult;132;72;550;www.windstream.com;13;50;63;0;1;2;0;0;0;7;3;1;14;3.056;10828321;2.2
443;8,268;14,08;5,763;1,296;"Starwood Hotels &amp; Resorts";TRUE;0;14;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.starwoodhotels.com;0;23;23;0;0;0;0;0;0;0;1;0;1;0.001;19695;1.4
444;3,325;947;5,762;1,153;Delek US Holdings;TRUE;0;6;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;57.4;Fairly difficult;54;71;393;www.delekus.com;0;27;27;0;0;1;1;0;6;4;0;0;12;0.004;1030007;15.8
445;5,285;5,693;5,742;1,633;Packaging Corp. of America;TRUE;0;200;3;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;60.5;Fairly difficult;533;467;2425;www.packagingcorp.com;544;88;632;0;0;0;0;0;15;4;0;0;19;1.214;12707257;14.2
446;3,926;7,78;5,738;-564;Quintiles Transnational Holdings;TRUE;0;26;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;23.2;Very Confusing;275;361;1080;www.quintiles.com;11;202;213;0;0;0;0;0;16;12;14;0;42;0.781;5934055;18.3
447;5,619;10,997;5,732;1,276;Hanesbrands;TRUE;0;20;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.hanes.com;4;556;560;0;0;5;0;0;23;28;4;0;60;0.265;18669;16.0
448;7,531;5,308;5,706;2,418;Realogy Holdings;TRUE;0;52;12;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;49.6;Difficult;108;84;446;www.realogy.com;4;108;112;0;0;3;0;0;35;7;0;0;45;0.016;1890902;2.4
449;6,553;11,431;5,703;2,633;Mattel;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;84.9;Easy;44;2;76;www.mattel.com;0;192;192;0;1;4;2;2;174;128;0;0;311;0.044;7565990;20.6
450;8,387;13,224;5,695;-106;Motorola Solutions;TRUE;0;1;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;24.8;Very Confusing;191;139;519;www.motorolasolutions.com;0;179;179;0;0;0;0;0;6;0;0;0;6;0.106;2507557;9.9
451;16,883;15,54;5,693;7,087;J.M. Smucker;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;38.5;Difficult;83;80;279;www.jmsmucker.com;1;64;65;0;0;0;0;0;1;1;1;0;3;0.289;1522972;3.8
452;126,05;10,025;5,674;16,844;Regions Financial;TRUE;0;17;23;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;55;Fairly difficult;339;244;1288;www.regions.com;89;188;277;0;0;0;0;0;10;4;0;0;14;0.505;n/a;8.3
453;8,586;9,655;5,674;2,378;Celanese;TRUE;0;16;4;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;6.5;Very Confusing;252;270;618;www.celanese.com;1;1254;1255;0;0;0;0;0;10;2;0;0;12;1.203;34843087;4.3
454;4,164;16,318;5,666;118;Clorox;TRUE;0;57;15;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;28;Very Confusing;90;124;392;www.thecloroxcompany.com;138;33;171;0;0;0;0;0;26;12;5;0;43;0.638;6014933;4.0
455;5,074;7,677;5,621;2,144;Ingredion;TRUE;0;9;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;40.6;Difficult;76;103;392;www.ingredion.com;0;43;43;0;0;0;0;0;0;2;0;0;2;0.229;1865764;12.5
456;6,092;356;5,619;-436;Genesis Healthcare;TRUE;0;5;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;45.3;Difficult;49;38;201;www.genesishcc.com;0;82;82;0;0;1;0;0;15;10;0;0;26;0.426;5211761;8.6
457;11,021;43;5,609;917;Peabody Energy;TRUE;1;0;0;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;36.5;Difficult;308;461;1465;www.peabodyenergy.com;13;227;240;0;0;0;0;0;11;36;2;0;49;0.595;n/a;10.0
458;6,533;10,23;5,598;2,411;Alaska Air Group;TRUE;0;50;38;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;49.6;Difficult;420;346;1525;www.alaskaair.com;29;456;485;0;0;30;0;0;3;4;22;0;59;0.803;27597737;4.4
459;4,431;3,515;5,594;2,876;Seaboard;TRUE;0;3;3;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;46.1;Difficult;65;56;246;www.seaboardcorp.com;29;29;58;0;0;2;0;0;29;9;0;0;40;0.003;13220;2.7
460;27,084;6,552;5,576;5,614;Frontier Communications;TRUE;0;4;3;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;51.4;Fairly difficult;52;20;121;www.frontier.com;30;173;203;0;0;2;0;0;1;0;3;0;6;0.342;8894160;7.6
461;7,458;17,811;5,569;3,239;Amphenol;TRUE;0;13;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;55.7;Fairly difficult;78;51;266;www.amphenol.com;1;69;70;0;0;3;0;0;10;2;0;0;15;0.001;1032272;22.0
462;1,008;not available;5,565;112;Lansing Trade Group;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;55.5;Fairly difficult;107;82;451;www.lansingtradegroup.com;6;66;72;0;0;0;0;0;22;15;1;0;38;0.268;2876514;4.6
463;9,231;15,293;5,565;5,739;SanDisk;TRUE;0;32;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;91.5;Very easy;12;2;30;www.sandisk.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;1551273;11.0
464;13,064;15,599;5,541;4,042;St. Jude Medical;TRUE;1;0;0;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;www.sjm.com;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;21.8
465;9,716;8,576;5,536;950;Wyndham Worldwide;TRUE;1;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;36.7;Difficult;104;71;312;www.wyndhamworldwide.com;3;138;141;0;0;2;1;0;50;10;0;0;63;0.287;3274558;8.2
466;1,94;726;5,518;895;Kelly Services;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;n/a;n/a;n/a;n/a;n/a;www.kellyservices.com;4;208;212;0;0;3;0;0;1;14;1;0;19;0.403;4204763;8.9
467;9,459;9,56;5,484;1,405;Western Union;TRUE;0;4;1;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;62.8;Standard;42;10;89;www.westernunion.com;3;91;94;0;0;0;0;0;2;1;0;0;3;0.036;19492;3.2
468;6,388;3,816;5,448;1,967;Envision Healthcare Holdings;TRUE;0;13;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;n/a;n/a;n/a;n/a;n/a;www.evhc.net;0;122;122;0;0;0;0;0;4;2;0;0;6;0.37;3374096;4.9
469;4,682;3,093;5,444;1,057;Visteon;TRUE;1;0;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;30.8;Very Confusing;99;108;429;www.visteon.com;4;108;112;0;0;3;0;0;31;6;1;0;41;0.442;3443527;16.0
470;10,914;7,878;5,392;3,638;Arthur J. Gallagher;TRUE;0;5;7;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;5.2;Very Confusing;170;175;417;www.ajg.com;2;193;195;0;0;0;3;3;20;17;0;0;43;0.359;3600839;4.8
471;11,784;12,563;5,387;7,064;"Host Hotels &amp; Resorts";TRUE;0;62;8;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-3422.4;Very Confusing;2;2;7;www.hosthotels.com;6;65;71;0;0;0;0;0;0;0;2;0;2;0.845;19481037;19.5
472;10,064;6,952;5,387;3,037;Ashland;TRUE;0;54;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;36.5;Difficult;477;206;1347;www.ashland.com;6;321;327;0;0;14;0;0;0;3;0;0;17;0.075;7242420;7.9
473;2,014;1,063;5,373;686;Insight Enterprises;TRUE;0;18;7;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;39.9;Difficult;32;28;105;www.insight.com;4;634;638;0;0;4;0;0;6;6;9;0;25;0.303;30763673;25.4
474;23,33;not available;5,37;-25,061;Energy Future Holdings;TRUE;0;8;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;42.8;Difficult;92;88;363;www.energyfutureholdings.com;41;18;59;0;0;2;0;0;3;4;0;0;9;0.162;13220;17.1
475;24,941;12,454;5,37;7,834;Markel;TRUE;0;46;14;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;47.4;Difficult;126;126;529;www.markelcorp.com;5;149;154;0;0;1;0;0;3;19;1;0;24;0.504;4874576;13.0
476;2,263;1,191;5,363;724;Essendant;TRUE;0;32;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;57.6;Fairly difficult;66;28;189;www.essendant.com;2;25;27;0;0;7;0;0;7;0;0;0;14;0.045;3065800;5.4
477;2,861;not available;5,362;412;CH2M Hill;TRUE;0;14;11;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;46.8;Difficult;79;108;447;www.ch2m.com;3;67;70;0;0;0;0;0;12;1;0;0;13;0.16;3296982;24.2
478;41,952;not available;5,356;4,81;"Western &amp; Southern Financial Group";TRUE;0;63;12;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;54.6;Fairly difficult;89;87;465;www.westernsouthern.com;5;54;59;0;0;6;0;0;6;1;0;0;13;0.332;1500711;2.4
479;7,38;5,48;5,35;3,739;Owens Corning;TRUE;0;8;2;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;32.9;Difficult;172;125;578;www.owenscorning.com;6;111;117;0;0;0;0;0;8;0;4;0;12;0.173;5663374;1.2
480;8,183;26,277;5,313;194;"S&amp;P Global";TRUE;0;31;5;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;41.9;Difficult;281;107;725;www.spglobal.com;55;41;96;0;0;0;0;0;11;18;0;0;29;0.041;4620423;4.4
481;26,48;6,726;5,308;4,522;Raymond James Financial;TRUE;0;66;9;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;36.2;Difficult;654;818;2929;www.raymondjames.com;18;720;738;0;0;0;0;0;0;5;2;0;7;0.768;13607941;4.1
482;17,493;7,533;5,308;3,844;NiSource;TRUE;0;11;1;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;36.7;Difficult;122;132;437;www.nisource.com;11;76;87;0;0;0;0;0;1;6;0;0;7;0.385;4677871;0.6
483;5,974;10,259;5,305;2,152;Airgas;TRUE;0;40;7;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;65;Standard;140;27;359;www.airgas.com;10;72;82;0;0;9;0;0;7;9;1;0;26;0.162;3284202;1.9
484;2,15;1,812;5,291;1,008;ABM Industries;TRUE;0;2;0;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;5.5;Very Confusing;641;580;1534;www.abm.com;3;661;664;0;0;0;0;0;12;8;6;0;26;0.895;18118655;9.9
485;138,208;11,058;5,276;19,646;Citizens Financial Group;TRUE;0;1;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;58.8;Fairly difficult;199;208;1059;www.citizensbank.com;16;167;183;0;0;3;0;0;5;7;3;0;18;0.055;7041653;2.0
486;2,878;4,505;5,275;187;Booz Allen Hamilton Holding;TRUE;0;130;26;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;52;Fairly difficult;232;132;673;www.boozallen.com;0;186;186;0;0;0;0;0;9;3;0;0;12;0.148;269349;3.5
487;30,651;65,384;5,266;4,472;Simon Property Group;TRUE;0;10;9;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;58;Fairly difficult;106;70;359;www.simon.com;42;93;135;0;0;9;0;0;1;22;0;0;32;0.549;9488475;13.6
488;5,663;2,538;5,264;2,652;Domtar;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;40.3;Difficult;89;73;321;www.domtar.com;2;101;103;0;0;5;0;0;3;5;2;0;15;0.017;2115424;-0.1
489;7,389;12,092;5,262;1,875;Rockwell Collins;TRUE;0;25;0;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;38.8;Difficult;216;302;1232;www.rockwellcollins.com;7;175;182;0;6;0;0;0;0;5;1;0;12;0.927;12495040;-4.4
490;9,365;13,125;5,259;5,103;Lam Research;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;33.1;Difficult;337;143;651;www.lamresearch.com;8;234;242;0;0;1;0;0;11;12;0;0;24;0.576;11230962;9.1
491;9,34;22,869;5,254;2,66;Fiserv;TRUE;0;5;4;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;36.5;Difficult;131;124;414;www.fiserv.com;8;127;135;0;0;1;0;0;10;12;0;0;23;0.58;3579239;4.9
492;32,923;20,56;5,234;6,865;Spectra Energy;TRUE;1;0;0;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;21;Very Confusing;366;452;1312;www.spectraenergy.com;9;342;351;0;0;0;0;0;25;5;4;0;34;0.426;5776323;6.4
493;134,112;4,104;5,197;3,975;Navient;TRUE;0;19;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;42.9;Difficult;54;109;435;www.navient.com;14;83;97;0;0;0;0;0;3;6;0;0;9;0.647;2182966;3.4
494;1,64;2,25;5,191;721;Big Lots;TRUE;0;40;24;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;65.1;Standard;459;70;1059;www.biglots.com;10;294;304;0;0;1;0;0;39;20;0;0;60;0.061;8738453;3.7
495;9,423;3,276;5,176;4,126;"Telephone &amp; Data Systems";TRUE;0;38;17;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;47.1;Difficult;129;84;380;www.tdsinc.com;4;99;103;0;0;0;0;0;1;9;1;0;11;0.154;3935876;0.8
496;8,254;4,164;5,176;2,759;First American Financial;TRUE;0;5;1;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;45.5;Difficult;325;333;1529;www.firstam.com;11;109;120;0;0;0;0;0;21;4;1;0;26;0.617;3154769;11.4
497;2,515;6,724;5,17;1,239;NVR;TRUE;1;0;0;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;64.5;Standard;47;39;252;www.nvrinc.com;5;29;34;0;0;1;0;0;0;12;0;0;13;0.076;268906;22.8
498;18,888;10,741;5,142;6,427;Cincinnati Financial;TRUE;0;1;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;53.1;Fairly difficult;115;151;669;www.cinfin.com;3;74;77;0;0;0;0;0;7;9;9;0;25;0.041;n/a;6.6
499;2,58;4,053;5,13;-99;Burlington Stores;TRUE;0;2;1;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;81;Easy;33;10;113;www.burlingtonstores.com;16;149;165;0;0;42;0;0;33;21;0;0;96;0.593;3992395;3.0
